agricultrendspricechangeregression.country,agricultrendspricechangeregression.crop,agricultrendspricechangeregression.coefficient,agricultrendspricechangeregression.intercept
Eritrea,Barley,-2.7126792955809645E-6,1.6397415308459544E-5
Ecuador,Groundnuts with shell,4.4817809547469003E-4,6.904797670126452E-4
Israel,Chick peas,2.9771575722205823E-5,6.101696565123497E-4
United States of America,Oranges,2.7396655389949305E-5,3.8620675647012845E-4
Argentina,Anise badian fennel coriander,1.1033942642514495E-4,2.6542183915853997E-4
Portugal,Fruit fresh nes,9.694208358318896E-6,2.773904080597992E-4
Cyprus,Taro cocoyam,-1.0826716059007589E-4,3.615297895742923E-4
Republic of Moldova,Grapes,-1.8100878053354535E-5,1.0469472847902596E-4
North Macedonia,Wheat,3.153395703630998E-7,4.469683557715692E-5
Lithuania,Cauliflowers and broccoli,-2.1994809762495857E-5,5.133821176217246E-5
Tunisia,Peaches and nectarines,-3.6535989650823254E-5,1.5527418183645098E-4
Algeria,Cabbages and other brassicas,4.560008046917332E-7,5.4521098883220475E-5
Morocco,Maize,3.4040560035746334E-6,-1.4972468100564798E-5
Indonesia,Sugar cane,8.202393449600528E-6,1.2252412019536196E-4
Kyrgyzstan,Potatoes,7.391613826448894E-6,1.2650832919544944E-4
Albania,Chillies and peppers green,-1.957203581549524E-7,2.9787584601721745E-5
Bulgaria,Quinces,9.03919376747167E-6,6.502848906526357E-4
Ireland,Onions dry,2.910238798029979E-4,1.0967391846324635E-4
Cuba,Garlic,1.5835773772129533E-8,1.5776615058629316E-4
Belarus,Cranberries,-8.569824209691293E-6,1.1170009709304612E-4
Bangladesh,Pumpkins squash and gourds,8.958964734854555E-5,2.8419335427566655E-4
Benin,Beans dry,-2.765385540111732E-6,-2.0263292014456295E-6
Sweden,Tomatoes,1.0688725946318563E-5,9.28990418235E-5
Japan,Persimmons,-6.268139538948457E-5,1.30168967197791E-4
Jamaica,Onions shallots green,1.883877420825982E-4,2.3042730260770908E-4
Portugal,Carobs,1.3332755163442389E-5,1.4469984854178006E-4
Australia,Olives,1.543130887096075E-5,1.334492318703886E-4
Mauritius,Cauliflowers and broccoli,6.818252146724639E-9,6.450559772054948E-5
North Macedonia,Maize,7.230111852461926E-6,1.4166262706621043E-4
Yemen,Garlic,3.139104186837751E-5,3.19240129766678E-4
Italy,Artichokes,-1.5880905145025894E-5,1.601043379912167E-4
Nigeria,Taro cocoyam,4.950954064026136E-5,1.8272278933986194E-4
Egypt,Wheat,1.3579619475717286E-5,2.812780194171956E-4
Kenya,Sesame seed,9.167164321840547E-6,1.6488146741829853E-4
Afghanistan,Apples,2.6773871283968865E-6,2.6413592454052105E-4
Brazil,Grapes,-1.6648383141531607E-5,2.8195589562075103E-4
Philippines,Maize,1.4006491099429453E-5,2.3837931677363783E-4
Lebanon,Tangerines mandarins clementines satsumas,1.0742177640727359E-6,1.706971613308446E-4
Australia,Lettuce and chicory,-4.399843883795325E-6,1.3371203406418634E-4
Belarus,Apples,1.3060221290513593E-5,3.0133642126986006E-4
Timor-Leste,Cabbages and other brassicas,4.996115887216232E-6,2.0440878703325144E-5
Mexico,Quinces,3.2347520079358296E-5,1.8323500160352595E-4
Belize,Cocoa beans,1.8896177845724557E-5,4.880394612525414E-5
United Kingdom of Great Britain and Northern Ireland,Currants,-1.0661010648949098E-4,1.7232272344764379E-4
Ukraine,Peaches and nectarines,-8.145670589124961E-5,2.0074393501379845E-4
Zimbabwe,Cucumbers and gherkins,-1.819294796519833E-5,2.8009481866011305E-4
Philippines,Ginger,-1.4876609468509194E-5,2.0691977335370458E-4
Trinidad and Tobago,Grapefruit inc. pomelos,-3.951611635185839E-5,1.8578010449471494E-4
Slovakia,Tomatoes,-2.7443380406340384E-5,6.351302313545682E-5
Honduras,Coffee green,8.170815270447427E-5,4.398339705876846E-4
India,Cherries,2.3411344245257723E-5,4.618836265645582E-4
Switzerland,Tomatoes,-1.174497279156017E-5,9.027763056796453E-5
Tunisia,Cabbages and other brassicas,-3.010930649458037E-5,2.1210996659698289E-4
Malawi,Tung nuts,-9.981352569529502E-6,1.2813377243508E-4
Pakistan,Fruit fresh nes,9.656618522155172E-7,2.415555863450109E-5
Germany,Apricots,-7.98540716977541E-5,6.661705343568658E-5
Israel,Tangerines mandarins clementines satsumas,9.959026476551656E-5,0.0018343603193775706
Algeria,Vegetables fresh nes,2.2364627380748127E-5,1.714854844497327E-4
Venezuela (Bolivarian Republic of),Lettuce and chicory,7.554880578876066E-5,6.24622258885884E-4
Burkina Faso,Sesame seed,4.181798637736528E-6,4.4034963536773174E-5
El Salvador,Agave fibres nes,2.7731624215527076E-6,8.36508518084909E-5
Guyana,Eggplants aubergines,-1.6621252320468348E-5,4.275668522841267E-5
Italy,Chestnut,-1.145189086941267E-5,1.8639308915824863E-4
Turkey,Oats,-7.615167093235013E-6,9.132564631501752E-4
Barbados,Taro cocoyam,-1.9096652426571916E-5,8.341063361395158E-5
Chile,Rye,5.353956234675304E-6,2.926403814933375E-4
Hungary,Hempseed,4.044752548934199E-5,6.895959096187534E-5
Oman,Watermelons,1.4564528839382906E-8,-1.5969456267521494E-7
Mozambique,Pumpkins squash and gourds,-3.562725097532226E-6,1.519098539510914E-4
Malta,Onions dry,-1.2342428474547223E-4,4.153261724877783E-4
South Africa,Hops,9.695885496308583E-6,5.628147372305467E-4
Indonesia,Chillies and peppers green,1.0119250951139829E-5,5.042366293802156E-4
Colombia,Spinach,1.4027370749182667E-6,1.0652211207813443E-4
Egypt,Grapes,8.965329176509152E-7,1.554550489465798E-4
Guyana,Cassava,-2.4449314671895253E-5,2.3303667421452993E-4
New Zealand,Mushrooms and truffles,7.866122350803275E-6,1.3743191571023795E-4
Cuba,Onions dry,1.3281128382850189E-5,1.254525404366212E-4
Morocco,Pumpkins squash and gourds,-1.5860661878975463E-5,3.2151801017442626E-5
Kenya,Grapefruit inc. pomelos,-7.884116883952472E-6,2.0804405593973657E-4
Greece,Fruit fresh nes,3.8525085756966024E-5,2.761468930702638E-4
Morocco,Cereals nes,-1.1885245471698768E-5,1.4451394967229376E-5
Pakistan,Sunflower seed,1.50571872216187E-4,1.7595148335537228E-4
Kazakhstan,Apples,3.4865392459539323E-6,2.1700574715705128E-4
Greece,Quinces,-3.647725535795778E-6,1.1569741779942383E-4
Morocco,Cucumbers and gherkins,-1.7477101969056814E-5,4.332605098763692E-4
Uruguay,Wheat,1.7026115604088237E-4,0.001053405118250544
Trinidad and Tobago,Lemons and limes,1.3748770030290002E-5,2.1006124972767842E-4
Kenya,Beans dry,-1.0018364513388115E-5,6.142534912157367E-5
Madagascar,Onions dry,1.2495395142663518E-5,1.667825353241972E-4
Kenya,Mangoes mangosteens guavas,5.318252969609317E-6,6.0772376676467836E-5
Oman,Chillies and peppers green,-2.0976799369314295E-7,3.6334180090679886E-6
Kyrgyzstan,Pulses nes,1.005152288019445E-4,8.154136169103348E-5
Austria,Berries nes,8.252703278142738E-6,1.37521700664418E-5
Mauritius,Sweet potatoes,-4.506251797858119E-5,6.984982666450979E-4
Australia,Bananas,-2.6176210678024415E-5,2.0088221729093301E-4
Thailand,Sorghum,3.579769360341329E-5,1.551437048071309E-4
Bulgaria,Wheat,6.287058667490086E-6,1.0714336415711771E-4
United Republic of Tanzania,Sorghum,-3.413991915839175E-5,4.285602456158195E-5
Norway,Tomatoes,-1.4205683255026688E-5,1.071282844918268E-4
Chile,Lentils,3.0396774316783165E-5,2.1229857301462794E-4
Republic of Korea,Walnuts with shell,5.218423375699593E-5,2.0011092379702966E-4
Paraguay,Plums and sloes,1.8520323687143192E-7,8.118488700474233E-5
Norway,Leeks other alliaceous vegetables,2.2627348780399427E-5,3.6964622557397574E-4
Congo,Eggplants aubergines,-1.9670277488999196E-7,-4.6164936963977715E-6
Egypt,Tomatoes,-2.6669022232814333E-5,3.46988630559589E-4
Republic of Korea,Taro cocoyam,-2.8007231945728075E-6,1.2419671791568754E-4
Austria,Sugar beet,-9.757621520164365E-6,-1.3770435313920443E-5
Peru,Sugar cane,-6.012438443376787E-4,4.256556123083859E-4
Turkmenistan,Peas dry,4.305178700416873E-6,5.515561571884731E-5
Syrian Arab Republic,Tobacco unmanufactured,-2.624473227873557E-6,1.6575609335828565E-4
Lebanon,Walnuts with shell,9.828539862879292E-5,9.99378050993946E-4
Peru,Fruit fresh nes,4.01073736420778E-6,1.2510869802953196E-4
Barbados,Yams,1.4755475617652703E-5,2.900617313781502E-4
Israel,Cherries,1.2173248768687184E-4,0.0011333826017838541
Ghana,Fruit fresh nes,-1.0398915663405823E-4,1.5572779860727602E-4
Ghana,Oil palm fruit,2.299543545654578E-6,2.3353856497895258E-4
Slovenia,Lettuce and chicory,-2.7842830068089713E-6,-3.3736596082481938E-6
Mexico,Figs,5.858405458246548E-5,5.751641079830138E-4
Azerbaijan,Soybeans,-1.3305210893015203E-5,5.02900565799758E-5
Madagascar,Castor oil seed,-4.2733940280716865E-6,9.745688271231032E-5
United States of America,Maize,-5.133869382306083E-5,1.4379353674508905E-4
Turkey,Pumpkins squash and gourds,2.9919287130737134E-6,0.0010270609943947755
Bangladesh,Maize,2.058037877990569E-5,2.455813791303298E-4
Peru,Roots and tubers nes,-2.784320489966143E-6,3.947313295163944E-4
Indonesia,Onions dry,4.364179636999664E-5,4.5963511949049005E-4
Saint Lucia,Spices nes,0.0,2.617445745630243E-4
New Zealand,Lemons and limes,3.252105890263557E-5,3.131912903423906E-4
Argentina,Walnuts with shell,-6.279579502015111E-6,1.756321241847434E-6
Dominican Republic,Eggplants aubergines,-2.8544002929400368E-5,3.296198845967843E-4
Peru,Rye,2.9613759763865464E-5,5.855733648323914E-4
Peru,Lemons and limes,-4.549147645770842E-5,9.459504638055234E-4
Saint Lucia,Nutmeg mace and cardamoms,1.6450754457718688E-6,3.719606328134496E-5
Croatia,Oranges,-2.3916952775366814E-6,-2.520306550315929E-5
Indonesia,Cabbages and other brassicas,1.092314400490469E-5,7.285473430428143E-5
Tunisia,Grapes,4.314575920069557E-6,1.1150719512780992E-4
Mexico,Chillies and peppers dry,1.0346269554367225E-4,2.274913962639859E-4
Iran (Islamic Republic of),Fruit fresh nes,1.6818953094346504E-4,3.664361146949437E-4
Ecuador,Tea,5.294355066062445E-5,2.6332487598518337E-4
Albania,Lettuce and chicory,-2.843112991433151E-10,6.047605952027395E-7
Bhutan,Onions dry,-4.9731870979157844E-5,5.677258083238673E-5
Sri Lanka,Cloves,1.7276330180216446E-5,1.0054684316526652E-4
Bulgaria,Cauliflowers and broccoli,-1.9502255107920385E-5,1.1959742136797739E-4
Ghana,Bananas,1.09169289888704E-4,8.955072566791163E-4
Jordan,Watermelons,3.401362433269503E-5,2.0027832653430128E-4
Dominican Republic,Carrots and turnips,1.3828814387452896E-4,3.2552379391435877E-4
Ukraine,Wheat,3.674155973154613E-6,1.472319413612248E-4
Italy,Strawberries,-6.0997693508909146E-5,1.4499230524905513E-4
Japan,Peaches and nectarines,-1.2368782333963685E-5,1.549135279378556E-4
New Zealand,Peaches and nectarines,-2.7270814535216892E-5,1.8094876096785134E-4
United States of America,Sugar beet,-1.6023935888175333E-6,9.73945577646965E-5
Turkey,Artichokes,5.765861948153439E-5,7.8708714667353E-4
Tunisia,Oranges,-2.894056011866799E-5,1.0671032986003999E-4
Russian Federation,Onions dry,-3.491304658014887E-5,3.754785651185805E-4
Denmark,Tomatoes,-6.803869931251768E-6,7.228468752320434E-5
China,Onions shallots green,-4.722444485013065E-7,4.058549619538945E-5
Costa Rica,Sesame seed,3.711988442009337E-6,1.773399392965891E-4
North Macedonia,Cherries,-8.992664762341585E-6,1.0596207119632175E-4
Costa Rica,Papayas,1.1404555031659986E-4,4.3106577362618124E-4
Australia,Chillies and peppers green,8.879103103635674E-5,3.3306656040899024E-4
Romania,Tomatoes,-8.378430750031763E-5,4.958695154668566E-4
Kyrgyzstan,Buckwheat,-1.1632967719215343E-5,2.0942220019956336E-5
C�te d'Ivoire,Onions shallots green,-5.470066825361012E-5,-2.451605441198702E-5
Paraguay,Tung nuts,-4.2332880323509145E-5,3.5390688201977717E-4
India,Fruit fresh nes,-1.7269307233000237E-5,3.179323759309239E-4
Jamaica,Carrots and turnips,-9.031311819815628E-6,1.1171853688991489E-5
Albania,Oranges,-3.0834784813193936E-6,1.2725116978305942E-5
United Republic of Tanzania,Sweet potatoes,1.5098204289679544E-5,4.025427843089667E-6
Pakistan,Mangoes mangosteens guavas,1.553977044367691E-5,1.9825981358449415E-4
Kenya,Lettuce and chicory,1.036417949875188E-5,5.033518090353063E-5
Slovenia,Onions dry,-3.185026855531458E-5,1.1101322627958813E-4
Denmark,Rapeseed,5.288438900940594E-7,2.227965253776186E-4
Mexico,Nuts nes,3.614667226469988E-6,1.3969976300389603E-4
Hungary,Pears,-2.2119628123032826E-6,4.3720910918273515E-4
Kenya,Chillies and peppers dry,3.416325266892256E-5,3.005857727149881E-4
Guinea,Oil palm fruit,-9.724460822095502E-5,5.259514774510107E-4
Cambodia,Maize,6.920373673725177E-5,4.4945338915782174E-4
Italy,Cucumbers and gherkins,2.8357749929932316E-7,1.6928820087097282E-4
Paraguay,Sweet potatoes,-1.0572833102619161E-5,3.4768252167999286E-4
Russian Federation,Apples,-6.834356091592369E-5,4.233468825428914E-4
Hungary,Raspberries,-3.726099776569198E-5,2.786852755146263E-4
Iran (Islamic Republic of),Persimmons,-8.238304380954648E-6,1.709924879731233E-4
Slovenia,Sugar beet,1.5252058118370924E-5,5.4677927238028375E-5
Switzerland,Grapes,-6.968316521331512E-6,5.546451894858236E-5
India,Pulses nes,2.8226714947029056E-5,2.4226957473451026E-4
Hungary,Beans dry,3.583017905195796E-4,8.998856237758386E-4
Thailand,Grapefruit inc. pomelos,5.64345448260915E-8,2.9742488377468224E-5
Netherlands,Onions dry,2.7773694337154687E-5,4.6523033518978393E-4
Ukraine,Fruit pome nes,3.3387587020065984E-6,2.542428964330148E-4
Mauritius,Chillies and peppers green,-8.746562817175195E-5,3.759468027509489E-4
Australia,Peas dry,2.5582453006926446E-6,4.449784098759126E-5
Uruguay,Chillies and peppers green,-1.943263233198814E-6,1.744356481672858E-4
Cameroon,Pineapples,1.999766277215114E-7,8.657319073206708E-5
Australia,Tangerines mandarins clementines satsumas,-1.8609079057387817E-6,1.1137789642938038E-4
South Africa,Pumpkins squash and gourds,-6.014258600558108E-6,3.0488986698655587E-4
United Kingdom of Great Britain and Northern Ireland,Onions shallots green,-4.5793324209268385E-6,3.006664153029777E-5
Tunisia,Carrots and turnips,-4.825242112963889E-6,2.999128607748689E-4
Bolivia (Plurinational State of),Onions dry,-1.04124986566538E-5,8.65081054133402E-6
South Africa,Nuts nes,8.583165023755664E-6,1.4530530270320254E-4
Egypt,Peas green,3.387282765182533E-6,2.607974367534052E-4
Malawi,Vegetables fresh nes,2.0704538886534805E-5,2.1845248939840822E-4
New Zealand,Persimmons,-1.263411059987907E-6,-1.985897315376826E-6
Latvia,Triticale,-2.0062089292180877E-5,1.050989785175483E-4
Spain,Artichokes,-2.160087386775769E-5,1.7232988618509005E-4
Serbia,Cucumbers and gherkins,1.1510397241073021E-5,2.2054939961384219E-4
Chile,Peaches and nectarines,2.76521976158413E-5,7.953315849058806E-4
Yemen,Peaches and nectarines,7.755218965210294E-6,1.0406015937544516E-4
Ghana,Tobacco unmanufactured,7.516179502593204E-5,5.343170410946697E-4
Mexico,Rice paddy,2.6881484501399167E-5,9.073903117563082E-5
Benin,Sweet potatoes,6.920004272492297E-6,3.248357816614318E-5
Brazil,Cashewapple,1.7325850476081583E-5,1.6574334814736712E-4
Lithuania,Strawberries,-2.5742721054605413E-5,1.6144886521812172E-4
New Zealand,Cauliflowers and broccoli,-3.4159968407328694E-6,9.337229624257694E-4
Sweden,Spinach,-2.06011515486789E-5,1.3123925325667866E-4
Saint Vincent and the Grenadines,Bananas,-7.595709292889098E-7,-3.9497688323023306E-5
Jamaica,Spinach,5.54257743606173E-6,1.3032380095110858E-4
United States of America,Mustard seed,3.925223236823861E-5,1.7647164372217893E-4
Lebanon,Garlic,4.57870624491913E-5,2.2250171293591633E-4
Saint Lucia,Bananas,3.327588462273526E-8,-1.1750297478991101E-5
Croatia,Cucumbers and gherkins,2.0625814692633514E-6,1.614694977843844E-5
Philippines,Manila fibre abaca,-6.828582492419944E-6,-5.448099744806473E-6
Croatia,Apples,1.500770472627635E-5,5.095081834037057E-4
Trinidad and Tobago,Rice paddy,-6.73175966112145E-5,2.1616098765409777E-4
Dominican Republic,Plantains and others,-8.138622777794184E-5,5.065989828104991E-4
Saint Vincent and the Grenadines,Lemons and limes,-4.272541253353011E-7,-9.826844882711926E-6
Guyana,Yams,2.4151154370679145E-5,1.3071739251919434E-4
Spain,Watermelons,-2.8812827414126277E-5,2.95241848597215E-4
Thailand,Pineapples,7.707489718698223E-6,1.9742765844973063E-4
Austria,Peas dry,-2.8164024844340347E-5,5.3304276227666944E-5
Ireland,Hops,1.4014040476962233E-5,5.115288531937051E-5
South Africa,Melons other inc.cantaloupes,2.9063794096006632E-6,2.7563721937683524E-4
Belize,Carrots and turnips,7.166418588447041E-6,6.956769490845851E-5
United States of America,Ginger,2.4085206715195577E-5,1.1962812763175342E-4
Lebanon,Cauliflowers and broccoli,-1.7242129461624275E-4,2.794360250168915E-4
Niger,Wheat,-7.686931782228303E-5,5.276166745478091E-6
Australia,Hops,3.954466021930596E-6,9.542305757998231E-5
Malaysia,Rubber natural,1.1363764531839952E-5,8.837870731588216E-5
Congo,Mangoes mangosteens guavas,1.0626775885120393E-5,4.198279320198932E-5
Thailand,Asparagus,-7.605388357335087E-6,4.79131098665391E-5
Spain,Chillies and peppers green,3.5501411890912956E-5,4.5730810713840277E-4
Spain,Chestnut,1.977833217773658E-6,1.3740624682096565E-5
Venezuela (Bolivarian Republic of),Sugar cane,5.983566153913191E-6,0.0016691734344524054
Indonesia,Tomatoes,8.49308520051479E-5,3.5280060336333364E-4
Venezuela (Bolivarian Republic of),Pigeon peas,3.5470969732610693E-6,4.224472605007427E-4
Uruguay,Sugar cane,8.041413578433997E-5,9.149171863238963E-4
Gambia,Seed cotton,2.3614807441254293E-6,2.5891548581571835E-4
Saint Lucia,Fruit tropical fresh nes,1.1781238822264293E-7,1.2191182097109678E-5
Afghanistan,Maize,1.3190363685053468E-5,4.909190024692898E-5
Republic of Korea,Rice paddy,5.9445283653750856E-6,2.3612806484818425E-4
Bulgaria,Rye,2.6326781272322937E-5,1.8494722544268416E-4
Egypt,Beans green,-6.045500813689328E-5,3.8552904866566694E-4
Portugal,Apricots,-3.4609841855337635E-7,9.186461571636914E-5
Belarus,Garlic,-1.9105266364174333E-5,6.657613633875742E-5
Tajikistan,Almonds with shell,-7.121297334177094E-7,-1.2226029434902225E-5
Burkina Faso,Spices nes,-5.651542376492789E-6,6.473740684444514E-5
Eritrea,Potatoes,4.7846078290892775E-6,4.368217065744168E-4
Cameroon,Bananas,4.824910216675489E-5,2.795242374993721E-4
Zambia,Soybeans,6.249941610470889E-6,-2.701768795390765E-5
United States of America,Linseed,-2.257756831202821E-4,7.487975877878075E-4
Cambodia,Roots and tubers nes,2.2559709545049304E-5,1.9890753797810787E-4
Mozambique,Bananas,1.485225026530151E-5,1.70447602557021E-4
Italy,Pumpkins squash and gourds,2.657068566170385E-6,3.487019958426138E-4
Turkey,Beans green,3.1271350284886504E-5,2.1692582990341056E-4
Ukraine,Grapes,1.446333702837375E-5,2.7542994751854707E-4
Togo,Pineapples,4.065248228656002E-7,3.811521330499399E-5
Thailand,Fruit tropical fresh nes,-4.206202355082436E-6,1.8254783152167346E-4
Chile,Lupins,6.606969048638577E-5,2.4361891574198915E-4
Morocco,Carobs,3.5936089934754325E-6,9.532923520185324E-6
Jordan,Fruit fresh nes,1.2141847069047927E-5,1.6357131706479794E-4
Niger,Spices nes,-6.42651590514433E-8,6.363016206438948E-7
Tajikistan,Safflower seed,-5.682536070975874E-7,1.9025738906713527E-5
Kazakhstan,Buckwheat,-1.2844537306292504E-5,-1.7098465017566178E-6
Ecuador,Beans green,1.0601487945904219E-4,4.4467083403131795E-4
Greece,Chillies and peppers dry,2.8231964527283647E-6,1.520994325236173E-4
Norway,Cherries,-1.3231894195644404E-5,7.161430455418312E-5
Azerbaijan,Broad beans horse beans dry,-2.198190495343008E-5,5.0863882365226265E-5
Ecuador,Sugar beet,-2.3980643937033457E-5,3.6824206569019554E-4
Bangladesh,Melons other inc.cantaloupes,1.5198847117205165E-6,3.612129953785547E-4
Egypt,Spinach,5.1024797673318335E-6,2.67290568252116E-4
Turkey,Soybeans,1.8315515874813648E-5,9.750438335097539E-5
Philippines,Grapefruit inc. pomelos,-3.992241839287117E-7,8.52309280322942E-5
New Zealand,Fruit fresh nes,1.801041810271298E-5,2.144796190177737E-4
Paraguay,Peaches and nectarines,-4.901230901225408E-6,1.0336942673016927E-4
Luxembourg,Oats,-1.955779876454074E-5,6.393015510368787E-5
Ghana,Sorghum,1.3065596481973166E-5,8.621774717244089E-4
Eritrea,Groundnuts with shell,6.882299866115446E-6,-1.2499744621701569E-5
Seychelles,Coconuts,1.1254523558930562E-7,1.0499703931134644E-5
Croatia,Walnuts with shell,-6.02434940199068E-5,2.1492351239719442E-4
