agricultrendsyieldheatmap.crop,agricultrendsyieldheatmap.roundprecipitation,agricultrendsyieldheatmap.roundtemperature,agricultrendsyieldheatmap.yieldsum,agricultrendsyieldheatmap.yieldrecordnum,agricultrendsyieldheatmap.yieldavg
Cereals Rice Milled Eqv,240,24,308769.0,17,18162.882352941175
Taro cocoyam,220,25,859214.0,12,71601.16666666667
Maize,200,24,572923.0,37,15484.405405405405
Sorghum,90,22,392630.0,39,10067.435897435897
Vegetables Primary,90,22,2307301.0,39,59161.5641025641
Artichokes,40,22,244274.0,2,122137.0
Oilcrops Cake Equivalent,60,11,257404.0,22,11700.181818181818
Oranges,50,23,583966.0,9,64885.11111111111
Okra,210,24,543397.0,11,49399.72727272727
Coconuts,40,23,44118.0,1,44118.0
Vegetables fresh nes,170,24,2751031.0,35,78600.88571428572
Seed cotton,100,11,60522.0,7,8646.0
Lupins,50,16,62529.0,3,20843.0
Sugar cane,120,19,9186773.0,8,1148346.625
Oilcrops,140,24,3398299.0,62,54811.27419354839
Cereals Rice Milled Eqv,130,25,1019137.0,70,14559.1
Onions dry,50,21,5574385.0,32,174199.53125
Peaches and nectarines,30,21,2218857.0,27,82179.88888888889
Barley,30,21,475253.0,27,17601.962962962964
Plums and sloes,30,21,1816786.0,26,69876.38461538461
Watermelons,120,25,3161272.0,20,158063.6
Fruit Primary,230,25,6014927.0,35,171855.05714285714
Rapeseed,60,5,34673.0,2,17336.5
Oil palm fruit,140,27,1119460.0,11,101769.09090909091
Asparagus,40,14,1692946.0,45,37621.02222222222
Sesame seed,140,12,15009.0,3,5003.0
Coffee green,150,25,468960.0,70,6699.428571428572
Chillies and peppers dry,160,22,46032.0,9,5114.666666666667
Onions dry,50,12,1527130.0,8,190891.25
Soybeans,40,14,855224.0,40,21380.6
Rice paddy,110,24,1156573.0,49,23603.530612244896
Grapefruit inc. pomelos,60,13,1994121.0,9,221569.0
Cereals Rice Milled Eqv,150,24,905531.0,56,16170.19642857143
Okra,170,25,622482.0,8,77810.25
Tomatoes,10,7,858902.0,4,214725.5
Oilcrops Oil Equivalent,10,7,8111.0,4,2027.75
Pumpkins squash and gourds,70,23,626086.0,16,39130.375
Oats,30,-6,371051.0,19,19529.0
Sugar crops nes,150,25,455925.0,1,455925.0
Asparagus,50,9,1187570.0,31,38308.709677419356
Vegetables fresh nes,280,27,739149.0,8,92393.625
Barley,210,23,79397.0,6,13232.833333333334
Wheat,150,10,93942.0,4,23485.5
Coarse Grain Total,70,24,139542.0,15,9302.8
Citrus Fruit Total,70,27,693357.0,17,40785.705882352944
Chillies and peppers green,70,27,231361.0,10,23136.1
Apples,90,20,922824.0,17,54283.76470588235
Canary seed,30,-6,85752.0,8,10719.0
Pumpkins squash and gourds,310,23,382457.0,4,95614.25
Cabbages and other brassicas,310,23,402160.0,4,100540.0
Tobacco unmanufactured,260,26,61426.0,7,8775.142857142857
Walnuts with shell,50,20,327861.0,8,40982.625
Plums and sloes,50,20,877855.0,13,67527.30769230769
Cherries sour,70,15,132752.0,8,16594.0
Fibre crops nes,30,18,231107.0,21,11005.095238095239
Vegetables leguminous nes,0,21,2781145.0,32,86910.78125
Fibre Crops Primary,150,26,239139.0,26,9197.653846153846
Maize green,150,26,527602.0,9,58622.444444444445
Apples,30,0,1307760.0,3,435920.0
Vegetables leguminous nes,80,8,635366.0,8,79420.75
Sugar beet,40,3,1404610.0,4,351152.5
Cereals Total,10,17,361493.0,32,11296.65625
Pulses Total,100,17,65102.0,7,9300.285714285714
Rice paddy,90,24,767236.0,27,28416.14814814815
Vegetables leguminous nes,130,11,416477.0,9,46275.22222222222
Artichokes,70,16,204225.0,1,204225.0
Mangoes mangosteens guavas,150,27,1172577.0,18,65143.166666666664
Sugar cane,70,20,1.3994489E7,16,874655.5625
Cauliflowers and broccoli,80,20,451554.0,7,64507.71428571428
Quinces,120,12,144938.0,2,72469.0
Pepper piper spp.,120,19,29756.0,1,29756.0
Castor oil seed,160,24,60873.0,10,6087.3
Berries nes,30,22,265428.0,8,33178.5
Pulses Total,280,22,4400.0,1,4400.0
Tobacco unmanufactured,70,10,453568.0,22,20616.727272727272
Figs,120,20,539683.0,8,67460.375
Triticale,50,3,208246.0,4,52061.5
Oats,120,17,68086.0,6,11347.666666666666
Pulses Total,120,17,56236.0,6,9372.666666666666
Walnuts with shell,10,13,468243.0,12,39020.25
Soybeans,50,14,374864.0,16,23429.0
Beans green,90,2,650998.0,8,81374.75
Anise badian fennel coriander,50,15,167435.0,18,9301.944444444445
Vegetables fresh nes,30,14,1015830.0,5,203166.0
Fruit tropical fresh nes,30,20,115486.0,5,23097.2
Soybeans,80,13,56024.0,4,14006.0
Soybeans,100,6,149397.0,8,18674.625
Cereals Total,0,19,221732.0,19,11670.105263157895
Sweet potatoes,270,26,352835.0,6,58805.833333333336
Areca nuts,180,26,18257.0,2,9128.5
Chillies and peppers green,150,22,242703.0,7,34671.857142857145
Rye,30,-5,127503.0,7,18214.714285714286
Sweet potatoes,70,19,290695.0,7,41527.857142857145
Cereals Rice Milled Eqv,160,12,163093.0,7,23299.0
Coconuts,70,21,82869.0,2,41434.5
Fruit Primary,110,18,1534381.0,12,127865.08333333333
Carrots and turnips,130,23,1240367.0,12,103363.91666666667
Fruit citrus nes,150,11,365226.0,4,91306.5
Apples,110,10,1468196.0,7,209742.2857142857
Cherries,10,21,52308.0,1,52308.0
Melons other inc.cantaloupes,40,17,1707419.0,11,155219.9090909091
Pumpkins squash and gourds,40,17,1951838.0,11,177439.81818181818
Buckwheat,40,7,272365.0,31,8785.967741935483
Lupins,60,15,76184.0,10,7618.4
Maize,190,28,80813.0,5,16162.6
Pulses nes,170,11,42741.0,6,7123.5
Cauliflowers and broccoli,70,1,2062207.0,15,137480.46666666667
Fibre Crops Primary,200,25,231137.0,26,8889.884615384615
Pumpkins squash and gourds,160,24,493916.0,5,98783.2
Tomatoes,80,19,340126.0,3,113375.33333333333
Oilcrops Cake Equivalent,90,0,7524.0,1,7524.0
Lemons and limes,190,23,555674.0,3,185224.66666666666
Cereals nes,200,26,107417.0,14,7672.642857142857
Fruit Primary,30,13,462791.0,4,115697.75
Chillies and peppers dry,180,27,20273.0,3,6757.666666666667
Quinces,60,8,76063.0,6,12677.166666666666
Cherries sour,20,5,50000.0,1,50000.0
Coarse Grain Total,100,14,7354.0,1,7354.0
Fruit citrus nes,100,22,176523.0,6,29420.5
Cashew nuts with shell,190,26,25581.0,3,8527.0
Strawberries,80,9,743801.0,7,106257.28571428571
Rubber natural,50,7,49408.0,5,9881.6
Spices nes,170,26,105921.0,6,17653.5
Citrus Fruit Total,60,29,202527.0,3,67509.0
Chillies and peppers dry,170,12,55800.0,2,27900.0
Lemons and limes,10,12,307834.0,5,61566.8
Figs,30,8,109234.0,3,36411.333333333336
Wheat,40,27,17297.0,1,17297.0
Apricots,90,11,44670.0,3,14890.0
Asparagus,250,26,156074.0,2,78037.0
Fruit stone nes,150,22,87273.0,1,87273.0
Grapes,130,7,104695.0,1,104695.0
Treenuts Total,110,10,412280.0,6,68713.33333333333
Tomatoes,10,28,1141445.0,8,142680.625
Beans dry,40,20,31424.0,4,7856.0
Lettuce and chicory,190,22,155556.0,1,155556.0
Lentils,30,3,11001.0,3,3667.0
Sugar beet,60,18,365173.0,1,365173.0
Grapes,180,23,300000.0,6,50000.0
Pears,110,27,171084.0,3,57028.0
Pineapples,290,27,312500.0,1,312500.0
Cereals nes,80,7,71818.0,2,35909.0
Fruit fresh nes,260,27,106667.0,1,106667.0
Cereals Total,290,24,27031.0,2,13515.5
Plantains and others,200,23,839761.0,6,139960.16666666666
Asparagus,150,12,192883.0,5,38576.6
Soybeans,60,27,5882.0,1,5882.0
Coarse Grain Total,70,-1,59843.0,2,29921.5
Cassava,20,23,428926.0,3,142975.33333333334
Cereals nes,110,19,8870.0,1,8870.0
Hops,110,8,71414.0,5,14282.8
Broad beans horse beans dry,10,25,16867.0,1,16867.0
Jute,30,20,17703.0,2,8851.5
Persimmons,110,12,311856.0,3,103952.0
Millet,230,24,7335.0,1,7335.0
Seed cotton,110,13,17598.0,3,5866.0
Cocoa beans,310,24,825.0,1,825.0
Eggplants aubergines,20,1,20000.0,1,20000.0
Peas dry,110,12,27009.0,2,13504.5
Rapeseed,120,8,21946.0,1,21946.0
Linseed,260,25,5258.0,1,5258.0
Hazelnuts with shell,60,19,14000.0,1,14000.0
Watermelons,250,23,262857.0,1,262857.0
Apples,130,26,42667.0,1,42667.0
Leeks other alliaceous vegetables,130,22,53750.0,1,53750.0
Spices nes,340,23,5221.0,1,5221.0
Rye,30,13,13241.0,2,6620.5
Castor oil seed,250,24,5435.0,1,5435.0
Pears,70,24,110436.0,2,55218.0
Pears,120,21,150340.0,1,150340.0
Tea,100,7,10204.0,1,10204.0
Figs,20,4,50000.0,1,50000.0
Artichokes,90,7,10000.0,1,10000.0
Apples,0,20,115080.0,2,57540.0
Melonseed,110,27,3932.0,1,3932.0
Beans dry,40,7,630599.0,38,16594.71052631579
Citrus Fruit Total,230,25,2128752.0,31,68669.41935483871
Potatoes,70,9,3582168.0,11,325651.63636363635
Grain mixed,60,7,364779.0,11,33161.72727272727
Fruit tropical fresh nes,0,22,1480185.0,20,74009.25
Wheat,170,24,102202.0,10,10220.2
Lettuce and chicory,30,20,1293864.0,6,215644.0
Mustard seed,50,21,423565.0,8,52945.625
Nuts nes,60,22,56493.0,6,9415.5
Rice paddy,110,26,474555.0,32,14829.84375
Seed cotton,70,17,13154.0,2,6577.0
Areca nuts,210,24,20196.0,3,6732.0
Bananas,190,25,9814332.0,52,188737.15384615384
Bananas,70,24,1677694.0,15,111846.26666666666
Pulses Total,150,26,486148.0,50,9722.96
Coarse Grain Total,0,23,1188062.0,44,27001.409090909092
Pumpkins squash and gourds,0,23,6004027.0,42,142953.02380952382
Oilcrops Cake Equivalent,90,8,189529.0,12,15794.083333333334
Chillies and peppers green,90,8,7069666.0,6,1178277.6666666667
Tangerines mandarins clementines satsumas,10,17,2950449.0,28,105373.17857142857
Walnuts with shell,10,17,635285.0,27,23529.074074074073
Tomatoes,110,25,4765852.0,42,113472.66666666667
Cereals nes,40,10,619008.0,34,18206.117647058825
Yams,140,25,5118255.0,64,79972.734375
Roots and Tubers Total,210,26,2519170.0,29,86867.93103448275
Coconuts,170,25,2620131.0,49,53472.06122448979
Rubber natural,170,22,83942.0,17,4937.764705882353
Mangoes mangosteens guavas,170,22,468584.0,6,78097.33333333333
Plums and sloes,30,-6,779562.0,19,41029.57894736842
Cabbages and other brassicas,110,25,3769219.0,25,150768.76
Maize,10,18,1482783.0,33,44932.818181818184
Fruit citrus nes,40,11,2012140.0,18,111785.55555555556
Pears,40,11,3455174.0,33,104702.24242424243
Linseed,210,25,30294.0,5,6058.8
Onions shallots green,160,26,916417.0,7,130916.71428571429
Oilcrops Oil Equivalent,260,25,731457.0,48,15238.6875
Lentils,40,15,129217.0,13,9939.76923076923
Cherries,40,15,880564.0,13,67735.69230769231
Chillies and peppers green,90,11,490514.0,5,98102.8
Beans dry,60,12,235836.0,22,10719.818181818182
Oilcrops Cake Equivalent,280,26,19376.0,6,3229.3333333333335
Millet,100,12,144403.0,13,11107.923076923076
Pumpkins squash and gourds,80,4,102632.0,1,102632.0
Oats,80,4,16964.0,1,16964.0
Oil palm fruit,70,21,1821565.0,18,101198.05555555556
Yams,80,20,228613.0,4,57153.25
Lettuce and chicory,40,1,2714354.0,12,226196.16666666666
Oilcrops Cake Equivalent,30,10,123085.0,19,6478.1578947368425
Vegetables fresh nes,50,6,1.2362763E7,60,206046.05
Yams,280,25,1343991.0,9,149332.33333333334
Avocados,20,20,2110225.0,18,117234.72222222222
Fruit citrus nes,170,26,373838.0,6,62306.333333333336
Tomatoes,70,10,6.4764824E7,34,1904847.7647058824
Oilcrops,90,12,75797.0,7,10828.142857142857
Sesame seed,60,20,49245.0,8,6155.625
Watermelons,60,20,942520.0,8,117815.0
Rice paddy,60,20,855043.0,23,37175.782608695656
Fruit Primary,70,22,1634701.0,24,68112.54166666667
Mangoes mangosteens guavas,70,22,1775626.0,15,118375.06666666667
Fruit citrus nes,160,10,273673.0,2,136836.5
Fruit fresh nes,60,16,1176941.0,7,168134.42857142858
Tomatoes,140,24,6953823.0,40,173845.575
Oilcrops Cake Equivalent,140,21,25835.0,8,3229.375
Potatoes,10,21,3811349.0,25,152453.96
Linseed,130,10,324633.0,18,18035.166666666668
Peaches and nectarines,30,7,34194.0,1,34194.0
Bastfibres other,120,23,117240.0,18,6513.333333333333
Avocados,160,21,572111.0,7,81730.14285714286
Lettuce and chicory,160,21,747424.0,7,106774.85714285714
Sweet potatoes,160,21,276625.0,7,39517.857142857145
Nuts nes,70,13,125840.0,6,20973.333333333332
Sweet potatoes,120,22,1460482.0,20,73024.1
Pistachios,30,11,267869.0,10,26786.9
Dates,70,27,111266.0,4,27816.5
Ginger,170,25,682463.0,10,68246.3
Spinach,50,12,746180.0,8,93272.5
Lemons and limes,180,24,733751.0,10,73375.1
Safflower seed,50,6,427672.0,23,18594.434782608696
Cherries,130,19,389790.0,8,48723.75
Potatoes,90,20,1540740.0,33,46689.09090909091
Roots and Tubers Total,120,5,3290499.0,10,329049.9
Beans green,80,0,229358.0,4,57339.5
Beans green,120,24,843774.0,23,36685.82608695652
Pears,20,1,37542.0,2,18771.0
Chestnut,30,8,25043.0,1,25043.0
Taro cocoyam,0,21,1975220.0,7,282174.28571428574
Chick peas,10,22,155148.0,18,8619.333333333334
Cassava,250,26,1925913.0,16,120369.5625
Vegetables Primary,20,14,864206.0,8,108025.75
Nuts nes,40,27,55039.0,7,7862.714285714285
Garlic,120,26,405156.0,7,57879.42857142857
Quinces,10,20,4031315.0,19,212174.47368421053
Castor oil seed,130,24,67497.0,13,5192.076923076923
Soybeans,90,6,211889.0,11,19262.636363636364
Safflower seed,80,23,66041.0,16,4127.5625
Triticale,10,20,206284.0,12,17190.333333333332
Maize,30,12,363521.0,8,45440.125
Walnuts with shell,10,14,84214.0,3,28071.333333333332
Sisal,60,23,79718.0,13,6132.153846153846
Watermelons,190,23,564279.0,3,188093.0
Lemons and limes,130,28,252625.0,3,84208.33333333333
Taro cocoyam,60,6,593023.0,3,197674.33333333334
Onions shallots green,250,25,212607.0,3,70869.0
Cassava,170,21,377022.0,5,75404.4
Cauliflowers and broccoli,100,2,247326.0,2,123663.0
Hempseed,80,11,222067.0,4,55516.75
Lemons and limes,80,11,665969.0,11,60542.63636363636
Onions shallots green,0,18,1918327.0,19,100964.57894736843
Almonds with shell,0,18,473394.0,18,26299.666666666668
Bananas,0,18,2959376.0,19,155756.63157894736
Strawberries,100,11,831787.0,7,118826.71428571429
Tobacco unmanufactured,140,6,41924.0,2,20962.0
Millet,160,11,70682.0,7,10097.42857142857
Pepper piper spp.,10,26,4000.0,1,4000.0
Sorghum,50,22,25104.0,6,4184.0
Manila fibre abaca,180,24,25127.0,8,3140.875
Spinach,150,25,758201.0,6,126366.83333333333
Walnuts with shell,10,21,159595.0,12,13299.583333333334
Coarse Grain Total,140,11,486694.0,19,25615.473684210527
Roots and tubers nes,180,22,367010.0,4,91752.5
Lemons and limes,270,23,60099.0,1,60099.0
Rye,130,20,30720.0,4,7680.0
Mustard seed,150,27,50235.0,7,7176.428571428572
Oats,110,6,159478.0,4,39869.5
Seed cotton,130,10,21230.0,3,7076.666666666667
Lettuce and chicory,130,12,1782770.0,7,254681.42857142858
Plums and sloes,30,22,506745.0,9,56305.0
Apricots,40,21,1663324.0,22,75605.63636363637
Barley,110,24,43321.0,7,6188.714285714285
Castor oil seed,80,27,99687.0,25,3987.48
Pears,10,23,154439.0,6,25739.833333333332
Beans dry,10,20,179829.0,28,6422.464285714285
Oilcrops Cake Equivalent,130,11,176378.0,21,8398.952380952382
Chillies and peppers green,170,21,231214.0,5,46242.8
Tangerines mandarins clementines satsumas,40,13,2849437.0,17,167613.9411764706
Sugar beet,80,16,1874479.0,4,468619.75
Walnuts with shell,40,21,40587.0,9,4509.666666666667
Garlic,150,22,853923.0,15,56928.2
Rice paddy,80,13,139426.0,4,34856.5
Cow peas dry,90,25,7000.0,1,7000.0
Hemp tow waste,70,9,14397.0,1,14397.0
Plums and sloes,110,9,5544954.0,9,616106.0
Nutmeg mace and cardamoms,200,25,25363.0,6,4227.166666666667
Fruit tropical fresh nes,30,18,134526.0,8,16815.75
Broad beans horse beans dry,160,22,21078.0,4,5269.5
Okra,250,23,117111.0,1,117111.0
Bananas,120,20,480209.0,4,120052.25
Cereals Rice Milled Eqv,130,9,141940.0,4,35485.0
Plantains and others,40,24,1386606.0,12,115550.5
Fruit citrus nes,40,24,723566.0,12,60297.166666666664
Sugar cane,100,17,3192208.0,7,456029.71428571426
Cucumbers and gherkins,20,28,934667.0,9,103851.88888888889
Tomatoes,170,11,658016.0,1,658016.0
Fruit stone nes,30,17,209394.0,3,69798.0
Pumpkins squash and gourds,120,19,1113759.0,8,139219.875
Cherries,30,3,137585.0,5,27517.0
Mangoes mangosteens guavas,20,18,1437275.0,17,84545.58823529411
Blueberries,30,9,101111.0,2,50555.5
Papayas,10,22,3864.0,1,3864.0
Carrots and turnips,70,5,362580.0,2,181290.0
Peas green,30,13,61874.0,2,30937.0
Cinnamon cannella,110,23,116582.0,6,19430.333333333332
Millet,250,24,6757.0,1,6757.0
Cashew nuts with shell,150,23,20667.0,3,6889.0
Artichokes,10,13,1426610.0,10,142661.0
Sorghum,10,13,345070.0,10,34507.0
Jute,10,13,999222.0,10,99922.2
Tangerines mandarins clementines satsumas,10,13,756052.0,10,75605.2
Nuts nes,210,24,106420.0,3,35473.333333333336
Artichokes,10,7,300000.0,3,100000.0
Fruit stone nes,60,14,116558.0,4,29139.5
Avocados,140,20,92709.0,1,92709.0
Nuts nes,110,10,44128.0,3,14709.333333333334
Maize green,70,20,183816.0,4,45954.0
Fibre Crops Primary,20,4,15114.0,3,5038.0
Fruit Primary,130,21,487429.0,3,162476.33333333334
Safflower seed,60,24,20864.0,2,10432.0
Yautia cocoyam,280,23,150401.0,2,75200.5
Chicory roots,50,10,1093351.0,4,273337.75
Fruit fresh nes,20,6,75275.0,6,12545.833333333334
Tobacco unmanufactured,120,6,155275.0,8,19409.375
Wheat,80,17,23595.0,2,11797.5
Chillies and peppers green,40,0,963750.0,1,963750.0
Okra,40,24,165898.0,2,82949.0
Fibre Crops Primary,60,17,2813.0,1,2813.0
Onions dry,150,10,12721.0,1,12721.0
Peas dry,80,16,17333.0,1,17333.0
Hazelnuts with shell,90,10,26744.0,1,26744.0
Pulses nes,270,22,16040.0,3,5346.666666666667
Mushrooms and truffles,50,21,6076863.0,2,3038431.5
Sugar beet,50,1,2239904.0,6,373317.3333333333
Cherries,20,12,84807.0,2,42403.5
Chillies and peppers dry,10,6,65591.0,4,16397.75
Broad beans horse beans dry,150,11,21520.0,2,10760.0
Cucumbers and gherkins,10,-1,272619.0,2,136309.5
Pistachios,30,10,6000.0,1,6000.0
Vegetables Primary,180,12,24176.0,1,24176.0
Cauliflowers and broccoli,130,4,300000.0,1,300000.0
Sisal,40,18,19848.0,3,6616.0
Artichokes,30,11,297083.0,3,99027.66666666667
Tung nuts,150,22,5714.0,1,5714.0
Olives,10,25,16000.0,1,16000.0
Cabbages and other brassicas,20,7,430774.0,2,215387.0
Strawberries,70,21,375957.0,2,187978.5
Anise badian fennel coriander,0,24,8645.0,1,8645.0
Walnuts with shell,100,16,12417.0,1,12417.0
Cucumbers and gherkins,190,22,145985.0,1,145985.0
Oilseeds nes,120,7,6333.0,1,6333.0
Bananas,260,27,55000.0,1,55000.0
Cucumbers and gherkins,0,27,1.4627676E7,65,225041.16923076924
Mangoes mangosteens guavas,190,26,1169758.0,18,64986.555555555555
Vegetables Primary,80,21,2903403.0,48,60487.5625
Fruit Primary,260,24,1246443.0,6,207740.5
Peas dry,40,6,569182.0,40,14229.55
Treenuts Total,120,26,110654.0,19,5823.894736842105
Oilcrops Oil Equivalent,230,23,57157.0,13,4396.692307692308
Bananas,90,23,4369638.0,34,128518.76470588235
Almonds with shell,30,10,149018.0,14,10644.142857142857
Sorghum,0,24,298112.0,27,11041.185185185184
Coarse Grain Total,100,21,190002.0,17,11176.588235294117
Coarse Grain Total,120,25,1191906.0,66,18059.18181818182
Anise badian fennel coriander,0,22,255719.0,31,8249.0
Fibre crops nes,60,23,6106.0,8,763.25
Coarse Grain Total,10,26,165331.0,17,9725.35294117647
Melons other inc.cantaloupes,70,10,5101547.0,20,255077.35
Brazil nuts with shell,110,20,57630.0,8,7203.75
Fruit Primary,180,27,498921.0,7,71274.42857142857
Fibre Crops Primary,90,22,89821.0,39,2303.102564102564
Plums and sloes,60,9,2274747.0,23,98902.04347826086
Wheat,10,27,621814.0,43,14460.790697674418
Tobacco unmanufactured,170,23,189358.0,9,21039.777777777777
Coconuts,170,23,798683.0,16,49917.6875
Sweet potatoes,100,11,1198107.0,6,199684.5
Ginger,20,29,1043083.0,8,130385.375
Oilcrops,20,29,182561.0,9,20284.555555555555
Cereals Total,0,26,2488636.0,48,51846.583333333336
Vegetables fresh nes,90,19,450380.0,6,75063.33333333333
Oilcrops,100,22,314033.0,22,14274.227272727272
Onions shallots green,230,25,350534.0,3,116844.66666666667
Cereals Total,60,24,180802.0,13,13907.846153846154
Peas green,160,23,57620.0,3,19206.666666666668
Onions shallots green,80,12,750357.0,4,187589.25
Melons other inc.cantaloupes,40,7,3882732.0,14,277338.0
Wheat,120,24,265732.0,24,11072.166666666666
Onions dry,230,24,3539410.0,16,221213.125
Oilcrops Cake Equivalent,30,23,74713.0,27,2767.1481481481483
Rapeseed,90,8,322475.0,12,26872.916666666668
Carrots and turnips,40,15,3349646.0,13,257665.07692307694
Lemons and limes,200,26,1265667.0,20,63283.35
Soybeans,70,23,159750.0,12,13312.5
Pears,30,-6,1469587.0,19,77346.68421052632
Quinces,90,17,799808.0,5,159961.6
Mushrooms and truffles,30,21,3.5405485E7,16,2212842.8125
Pepper piper spp.,50,11,283165.0,2,141582.5
Sunflower seed,50,9,740672.0,42,17635.04761904762
Cashew nuts with shell,20,28,119739.0,13,9210.692307692309
Eggplants aubergines,80,6,1155004.0,11,105000.36363636363
Fruit Primary,60,21,2732066.0,25,109282.64
Maize,40,13,1122014.0,33,34000.42424242424
Wheat,50,24,291290.0,17,17134.70588235294
Tangerines mandarins clementines satsumas,50,24,495258.0,10,49525.8
Cow peas dry,120,26,170207.0,8,21275.875
Leeks other alliaceous vegetables,130,20,398334.0,3,132778.0
Lettuce and chicory,150,26,1614291.0,20,80714.55
Maize green,80,16,20000.0,1,20000.0
Garlic,80,16,211999.0,4,52999.75
Onions dry,110,24,2999479.0,40,74986.975
Quinces,40,18,489925.0,10,48992.5
Vegetables fresh nes,50,20,1794782.0,19,94462.21052631579
Garlic,30,19,2041818.0,28,72922.07142857143
Tea,80,6,22786.0,2,11393.0
Garlic,80,11,1083553.0,17,63738.41176470588
Broad beans horse beans dry,190,25,81749.0,6,13624.833333333334
Pears,120,11,1597013.0,8,199626.625
Garlic,40,3,344151.0,4,86037.75
Kiwi fruit,40,12,210948.0,5,42189.6
Oilcrops Oil Equivalent,200,28,18115.0,6,3019.1666666666665
Chillies and peppers dry,50,22,53314.0,6,8885.666666666666
Sugar cane,190,26,1.209021E7,19,636326.8421052631
Cauliflowers and broccoli,80,8,1695560.0,10,169556.0
Rice paddy,180,22,313076.0,11,28461.454545454544
Pistachios,50,21,47706.0,8,5963.25
Bastfibres other,120,25,288167.0,17,16951.0
Chillies and peppers green,40,3,1887500.0,2,943750.0
Rapeseed,100,23,47604.0,5,9520.8
Pigeon peas,100,23,79167.0,10,7916.7
